0.0607702, 0.040882, -6.2369,1611293711361
0.0220164, 0.114506, -6.23786,1611293711534
-0.084195, 0.108693, -6.25827,1611293711695
-0.0256069, 0.382328, -6.222,1611293711869
-0.0345039, 0.469305, -6.21471,1611293712057
-0.0719609, 0.626928, -6.21206,1611293712249
-0.0733203, 0.649843, -6.20046,1611293712437
-0.120195, 0.789798, -6.19317,1611293712634
-0.13736, 0.904837, -6.1927,1611293712836
-0.11314, 1.07277, -6.13012,1611293713036
-0.14524, 1.04056, -6.00408,1611293713236
-0.15913, 1.05277, -5.88293,1611293713437
-0.139057, 1.06382, -5.77992,1611293713623
-0.149996, 1.06483, -5.67047,1611293713804
-0.183881, 1.09309, -5.49356,1611293713992
-0.153119, 1.04652, -5.37933,1611293714175
-0.133567, 1.02356, -5.26438,1611293714374
-0.133676, 0.982671, -5.11561,1611293714567
-0.113898, 0.978793, -4.96684,1611293714748
-0.0951724, 0.91965, -4.90173,1611293714931
-0.00578687, 0.884221, -4.73246,1611293715117
0.0392725, 0.90961, -4.6242,1611293715310
0.232807, 0.932634, -4.55862,1611293715480
0.289428, 0.990232, -4.44616,1611293715659
0.408823, 0.996882, -4.33547,1611293715817
0.546805, 1.04157, -4.32744,1611293715985
0.640021, 1.10569, -4.30955,1611293716157
0.748668, 1.15211, -4.29022,1611293716329
0.84929, 1.21738, -4.2816,1611293716486
0.946271, 1.30306, -4.2782,1611293716646
1.03374, 1.29911, -4.28715,1611293716802
1.13014, 1.36618, -4.34047,1611293716951
1.21794, 1.40854, -4.40239,1611293717111
1.30549, 1.4804, -4.46507,1611293717268
1.40811, 1.51776, -4.53258,1611293717422
1.50285, 1.55423, -4.6006,1611293717566
1.61343, 1.554, -4.65624,1611293717721
1.7371, 1.60901, -4.70216,1611293717876
1.83355, 1.62141, -4.75761,1611293718023
1.94235, 1.64746, -4.76943,1611293718178
2.06004, 1.64691, -4.76985,1611293718324
2.16773, 1.64434, -4.77675,1611293718478
2.29223, 1.6357, -4.77704,1611293718625
2.39406, 1.66023, -4.77366,1611293718762
2.51521, 1.67704, -4.78006,1611293718904
2.60714, 1.66941, -4.78144,1611293719046
2.72797, 1.6946, -4.77721,1611293719187
2.84735, 1.67407, -4.7929,1611293719333
2.91352, 1.71137, -4.77875,1611293719461
3.09873, 1.69688, -4.73701,1611293719607
3.22261, 1.70437, -4.66826,1611293719746
3.28631, 1.72301, -4.59593,1611293719885
3.40545, 1.75148, -4.53587,1611293720030
3.52147, 1.78084, -4.4693,1611293720173
3.66819, 1.80802, -4.45132,1611293720313
3.76995, 1.83508, -4.44928,1611293720454
3.87463, 1.88911, -4.45527,1611293720600
3.97069, 1.93682, -4.45436,1611293720746
4.07661, 1.96741, -4.45129,1611293720883
4.19706, 2.01511, -4.45724,1611293721024
4.29772, 2.03516, -4.46031,1611293721169
4.42458, 2.09353, -4.45507,1611293721297
4.53006, 2.13163, -4.45567,1611293721437
4.62565, 2.18887, -4.45534,1611293721580
4.73778, 2.22297, -4.45963,1611293721725
4.84947, 2.28201, -4.45606,1611293721871
4.9476, 2.31062, -4.45555,1611293722008
5.02816, 2.33977, -4.46071,1611293722150
5.1578, 2.39469, -4.4602,1611293722294
5.26873, 2.43657, -4.45347,1611293722435
5.37675, 2.46125, -4.45452,1611293722575
5.48525, 2.52959, -4.45344,1611293722715
5.58787, 2.5613, -4.44998,1611293722849
5.70509, 2.59219, -4.45254,1611293722996
5.81472, 2.62662, -4.45218,1611293723134
5.91695, 2.70405, -4.44999,1611293723277
6.02599, 2.74311, -4.44875,1611293723418
6.1156, 2.74698, -4.45011,1611293723562
6.23595, 2.78971, -4.44952,1611293723700
6.34431, 2.85896, -4.44317,1611293723846
6.42681, 2.87403, -4.45055,1611293723987
6.55386, 2.92676, -4.47065,1611293724128
6.66518, 3.00084, -4.4139,1611293724274
6.79198, 2.94439, -4.35459,1611293724406
6.89372, 3.09578, -4.25817,1611293724548
7.02378, 3.15545, -4.20862,1611293724685
7.10596, 3.22817, -4.16844,1611293724833
7.19894, 3.2894, -4.12423,1611293724967
7.3275, 3.36105, -4.08302,1611293725113
7.36831, 3.41368, -4.0742,1611293725257
7.521, 3.57454, -4.12345,1611293725398
7.60984, 3.62729, -4.13001,1611293725539
7.68305, 3.69704, -4.13441,1611293725690
7.79378, 3.7913, -4.13261,1611293725835
7.87258, 3.84897, -4.13712,1611293725985
7.95522, 3.93131, -4.13671,1611293726124
8.07029, 4.00847, -4.13836,1611293726263
8.14441, 4.07538, -4.14245,1611293726405
8.20491, 4.16019, -4.14327,1611293726551
8.31253, 4.24352, -4.13965,1611293726698
8.40329, 4.29967, -4.14543,1611293726835
8.49047, 4.38146, -4.14518,1611293726979
8.58375, 4.45741, -4.14171,1611293727118
8.67542, 4.52638, -4.1401,1611293727266
8.76363, 4.56625, -4.14532,1611293727411
8.87021, 4.67362, -4.14176,1611293727550
8.94328, 4.72612, -4.14807,1611293727690
9.05375, 4.80885, -4.15128,1611293727834
9.12963, 4.8907, -4.15452,1611293727988
9.20838, 4.93644, -4.15254,1611293728131
9.39222, 5.1002, -4.17222,1611293728271
9.4976, 5.17643, -4.08319,1611293728415
9.6123, 5.23698, -3.99923,1611293728563
9.64318, 5.33864, -3.90274,1611293728699
9.78222, 5.4138, -3.82357,1611293728843
9.81102, 5.53011, -3.70255,1611293728987
9.92042, 5.84969, -3.61521,1611293729127
9.9504, 5.93228, -3.61624,1611293729276
9.9865, 6.10752, -3.60502,1611293729427
10.0693, 6.05047, -3.64047,1611293729569
10.1082, 6.13914, -3.66827,1611293729713
10.1369, 6.30631, -3.59128,1611293729852
10.1953, 6.41693, -3.50581,1611293729996
10.189, 6.53487, -3.40533,1611293730137
10.2047, 6.62913, -3.33441,1611293730286
10.2005, 6.75723, -3.24787,1611293730421
10.2731, 6.85463, -3.18119,1611293730565
10.2251, 7.00501, -3.15463,1611293730709
10.3243, 7.07847, -3.15619,1611293730862
10.1774, 7.19818, -3.1515,1611293731007
10.2793, 7.43196, -3.16546,1611293731146
10.1962, 7.5507, -3.15496,1611293731291
10.2523, 7.6574, -3.16116,1611293731438
10.1538, 7.93347, -3.13337,1611293731574
10.1173, 8.03795, -3.0511,1611293731718
10.1064, 8.11458, -2.96197,1611293731862
10.0758, 8.24056, -2.87699,1611293732018
10.0453, 8.37913, -2.7905,1611293732159
9.9269, 8.57694, -2.60784,1611293732303
9.87033, 8.65036, -2.53935,1611293732445
9.79067, 8.76076, -2.4721,1611293732590
9.74538, 8.84401, -2.39267,1611293732732
9.65063, 8.94179, -2.41564,1611293732872
9.59688, 8.94852, -2.43517,1611293733014
9.51335, 9.03347, -2.43257,1611293733156
9.42093, 9.16037, -2.42781,1611293733300
9.25136, 9.29558, -2.42999,1611293733441
9.1673, 9.38944, -2.42827,1611293733597
9.09354, 9.39528, -2.43365,1611293733740
9.01485, 9.49959, -2.45419,1611293733884
8.95781, 9.52907, -2.38194,1611293734028
8.88093, 9.55887, -2.30996,1611293734167
8.77498, 9.68055, -2.21432,1611293734310
8.65152, 9.74795, -2.1207,1611293734454
8.42745, 9.88582, -1.94349,1611293734602
8.32596, 9.84043, -1.83201,1611293734736
8.15199, 10.0119, -1.81489,1611293734878
8.06944, 10.0058, -1.81621,1611293735022
7.95676, 10.0405, -1.82202,1611293735165
7.84651, 10.0229, -1.81927,1611293735310
7.7266, 10.0331, -1.82175,1611293735467
7.62489, 10.0362, -1.82206,1611293735607
7.52026, 10.0796, -1.82376,1611293735746
7.40193, 10.1058, -1.84095,1611293735898
7.32552, 10.0222, -1.81329,1611293736035
7.26533, 9.94685, -1.74284,1611293736191
7.09314, 10.0098, -1.63906,1611293736329
6.9472, 10.178, -1.5468,1611293736474
6.83684, 10.071, -1.47861,1611293736624
6.71769, 10.024, -1.39125,1611293736765
6.56763, 10.0385, -1.29936,1611293736902
6.44371, 9.99948, -1.23592,1611293737046
6.31697, 9.94173, -1.15615,1611293737196
6.24398, 9.95428, -1.15511,1611293737341
6.14937, 9.89285, -1.15977,1611293737487
6.04402, 9.81478, -1.16297,1611293737632
5.9564, 9.78091, -1.16795,1611293737770
5.83686, 9.71518, -1.16164,1611293737912
5.75703, 9.66316, -1.16244,1611293738055
5.65063, 9.6267, -1.15923,1611293738198
5.56348, 9.55229, -1.16517,1611293738342
5.50363, 9.36674, -1.14042,1611293738487
5.38635, 9.26272, -1.05958,1611293738624
5.28324, 9.22016, -0.978891,1611293738773
5.13301, 9.28934, -0.858966,1611293738908
5.04169, 9.24065, -0.773471,1611293739055
4.94828, 9.12213, -0.682146,1611293739196
4.91127, 9.07632, -0.598545,1611293739338
4.84157, 8.9102, -0.515074,1611293739480
4.7813, 8.86184, -0.440771,1611293739627
4.73791, 8.77282, -0.354155,1611293739763
4.68821, 8.62107, -0.264959,1611293739906
4.68851, 8.49888, -0.180369,1611293740052
4.66369, 8.35928, -0.0834069,1611293740192
4.65955, 8.24633, -0.00270619,1611293740340
4.66309, 8.10736, 0.0876335,1611293740477
4.69902, 7.96112, 0.167583,1611293740619
4.71155, 7.86587, 0.2833,1611293740763
4.72025, 7.76783, 0.314614,1611293740904
4.78815, 7.61758, 0.314289,1611293741047
4.83206, 7.49787, 0.309536,1611293741190
4.88183, 7.42408, 0.309774,1611293741332
4.93201, 7.29766, 0.3119,1611293741474
4.97889, 7.19993, 0.329272,1611293741618
5.01028, 7.12012, 0.289326,1611293741756
5.0634, 7.04537, 0.228007,1611293741899
5.09695, 6.90705, 0.16799,1611293742042
5.14496, 6.79977, 0.167817,1611293742185
5.17568, 6.72985, 0.171999,1611293742332
5.19874, 6.60261, 0.171602,1611293742474
5.23416, 6.46171, 0.168163,1611293742612
5.28535, 6.33472, 0.161615,1611293742758
5.31209, 6.27963, 0.165974,1611293742897
5.32462, 6.15907, 0.164102,1611293743040
5.37441, 6.091, 0.169922,1611293743183
5.39912, 5.96774, 0.164702,1611293743325
5.47536, 5.73197, 0.162905,1611293743471
5.50938, 5.63328, 0.162111,1611293743611
5.55446, 5.46527, 0.164946,1611293743753
5.55141, 5.39875, 0.162066,1611293743894
5.58508, 5.27127, 0.157825,1611293744042
5.62816, 5.13995, 0.178753,1611293744182
5.61674, 5.04995, 0.167769,1611293744326
5.67277, 4.9301, 0.0683441,1611293744467
5.67991, 4.83631, -0.0148196,1611293744609
5.70497, 4.75587, -0.122589,1611293744751
5.73202, 4.67687, -0.19988,1611293744898
5.73517, 4.56062, -0.199272,1611293745040
5.72912, 4.44199, -0.193878,1611293745179
5.70175, 4.36018, -0.195184,1611293745321
5.69912, 4.23488, -0.1992,1611293745461
5.68167, 4.0964, -0.201646,1611293745604
5.66605, 3.97814, -0.207062,1611293745746
5.69018, 3.86688, -0.198387,1611293745894
5.65573, 3.75109, -0.175981,1611293746040
5.63529, 3.64432, -0.253341,1611293746182
5.61963, 3.52477, -0.344477,1611293746329
5.61325, 3.4372, -0.432545,1611293746471
5.59953, 3.3504, -0.533502,1611293746615
5.55781, 3.22148, -0.622298,1611293746759
5.50676, 3.13781, -0.700726,1611293746899
5.47685, 3.04024, -0.793262,1611293747042
5.40535, 2.93347, -0.919236,1611293747186
5.34501, 2.89354, -0.966044,1611293747327
5.26433, 2.82362, -0.969609,1611293747471
5.17038, 2.74349, -0.968953,1611293747613
5.09734, 2.65773, -0.964362,1611293747762
4.99086, 2.59908, -0.971261,1611293747897
