1609919691874,0,0
1609919691884,0,0
1609919691894,0,0
1609919691905,0,0
1609919691915,0,0
1609919691926,0,0
1609919691936,0,0
1609919691946,0,0
1609919691957,0,0
1609919691967,0,0
1609919691977,0,0
1609919691987,0,0
1609919691998,0,0
1609919692008,0,0
1609919692018,0,0
1609919692028,0,0
1609919692038,0,0
1609919692048,0,0
1609919692058,0,0
1609919692069,0,0
1609919692079,0,0
1609919692089,0,0
1609919692099,0,0
1609919692109,0,0
1609919692119,0,0
1609919692129,0,0
1609919692139,0,0
1609919692149,0,0
1609919692160,0,0
1609919692170,0,0
1609919692182,0,0
1609919692202,0,0
1609919692222,0,0
1609919692242,0,0
1609919692262,0,0
1609919692282,0,0
1609919692302,0,0
1609919692322,0,0
1609919692342,0,0
1609919692362,0,0
1609919692382,0,0
1609919692402,0,0
1609919692422,0,0
1609919692442,0,0
1609919692462,0,0
1609919692482,0,0
1609919692502,0,0
1609919692522,0,0
1609919692542,0,0
1609919692562,0,0
1609919692582,0,0
1609919692602,0,0
1609919692622,0,0
1609919692642,0,0
1609919692662,0,0
1609919692682,0,0
1609919692702,0,0
1609919692722,0,0
1609919692742,0,0
1609919692762,0,0
1609919692782,0,0
1609919692802,0,0
1609919692822,0,0
1609919692842,0,0
1609919692862,0,0
1609919692882,0,0
1609919692902,0,0
1609919692922,0,0
1609919692942,0,0
1609919692962,0,0
1609919692982,0,0
1609919693002,0,0
1609919693022,0,0
1609919693042,0,0
1609919693062,0,0
1609919693082,0,0
1609919693102,0,0
1609919693122,0,0
1609919693142,0,0
1609919693162,0,0
1609919693182,0,0
1609919693202,0,0
1609919693222,0,0
1609919693242,0,0
1609919693262,0,0
1609919693282,0,0
1609919693302,0,0
1609919693322,0,0
1609919693342,0,0
1609919693362,0,0
1609919693382,0,0
1609919693402,0,0
1609919693422,0,0
1609919693442,0,0
1609919693462,0,0
1609919693482,0,0
1609919693502,0,0
1609919693522,0,0
1609919693542,0,0
1609919693562,0,0
1609919693582,0,0
1609919693602,0,0
1609919693622,0,0
1609919693642,0,0
1609919693662,0,0
1609919693682,0,0
1609919693702,0,0
1609919693722,0,0
1609919693742,0,0
1609919693762,0,0
1609919693782,0,0
1609919693802,0,0
1609919693822,0,0
1609919693842,0,0
1609919693862,0,0
1609919693882,0,0
1609919693902,0,0
1609919693922,0,0
1609919693942,0,0
1609919693962,0,0
1609919693982,0,0
1609919694002,0,0
1609919694022,0,0
1609919694042,0,0
1609919694062,0,0
1609919694082,0,0
1609919694102,0,0
1609919694122,0,0
1609919694142,0,0
1609919694162,0,0
1609919694182,0,0
1609919694202,0,0
1609919694222,0,0
1609919694242,0,0
1609919694262,0,0
1609919694282,0,0
1609919694302,0,0
1609919694322,0,0
1609919694342,0,0
1609919694362,0,0
1609919694382,0,0
1609919694402,0,0
1609919694422,0,0
1609919694442,0,0
1609919694462,0,0
1609919694482,0,0
1609919694502,0,0
1609919694522,0,0
1609919694542,0,0
1609919694562,0,0
1609919694582,0,0
1609919694602,0,0
1609919694622,0,0
1609919694642,0,0
1609919694662,0,0
1609919694682,0,0
1609919694702,0,0
1609919694722,0,0
1609919694742,0,0
1609919694762,0,0
1609919694782,0,0
1609919694802,0,0
1609919694822,0,0
1609919694842,0,0
1609919694862,0,0
1609919694882,0,0
1609919694902,0,0
1609919694922,0,0
1609919694942,0,0
1609919694962,0,0
1609919694982,0,0
1609919695002,0,0
1609919695022,0,0
1609919695042,0,0
1609919695062,0,0
1609919695082,0,0
1609919695102,0,0
1609919695122,0,0
1609919695142,0,0
1609919695162,0,0
1609919695182,0,0
1609919695202,0,0
1609919695222,0,0
1609919695242,0,0
1609919695262,0,0
1609919695282,0,0
1609919695302,0,0
1609919695322,0,0
1609919695342,0,0
1609919695362,0,0
1609919695382,0,0
1609919695402,0,0
1609919695422,0,0
1609919695442,0,0
1609919695462,0,0
1609919695482,0,0
1609919695502,0,0
1609919695522,0,0
1609919695542,0,0
1609919695562,0,0
1609919695582,0,0
1609919695602,0,0
1609919695622,0,0
1609919695642,0,0
1609919695662,0,0
1609919695682,0,0
1609919695702,0,0
1609919695722,0,0
1609919695742,0,0
1609919695762,0,0
1609919695782,0,0
1609919695802,0,0
1609919695822,0,0
1609919695842,0,0
1609919695862,0,0
1609919695882,0,0
1609919695902,0,0
1609919695922,0,0
1609919695942,0,0
1609919695962,0,0
1609919695982,0,0
1609919696002,0,0
1609919696022,0,0
1609919696042,0,0
1609919696062,0,0
1609919696082,0,0
1609919696102,0,0
1609919696122,0,0
1609919696142,0,0
1609919696162,0,0
1609919696182,0,0
1609919696202,0,0
1609919696222,0,0
1609919696242,0,0
1609919696262,0,0
1609919696282,0,0
1609919696302,0,0
1609919696322,0,0
1609919696342,0,0
1609919696362,0,0
1609919696382,0,0
1609919696402,0,0
1609919696422,0,0
1609919696442,0,0
1609919696462,0,0
1609919696482,0,0
1609919696502,0,0
1609919696522,0,0
1609919696542,0,0
1609919696562,0,0
1609919696582,0,0
1609919696602,0,0
1609919696622,0,0
1609919696642,0,0
1609919696662,0,0
1609919696682,0,0
1609919696702,0,0
1609919696722,0,0
1609919696742,0,0
1609919696762,0,0
1609919696782,0,0
1609919696802,0,0
1609919696822,0,0
1609919696842,0,0
1609919696862,0,0
1609919696882,0,0
1609919696902,0,0
1609919696922,0,0
1609919696942,0,0
1609919696962,0,0
1609919696982,0,0
1609919697002,0,0
1609919697022,0,0
1609919697042,0,0
1609919697062,0,0
1609919697082,0,0
1609919697102,0,0
1609919697122,0,0
1609919697142,0,0
1609919697162,0,0
1609919697182,0,0
1609919697202,0,0
1609919697222,0,0
1609919697242,0,0
1609919697262,0,0
1609919697282,0,0
1609919697302,0,0
1609919697322,0,0
1609919697342,0,0
1609919697362,0,0
1609919697382,0,0
1609919697402,0,0
1609919697422,0,0
1609919697442,0,0
1609919697462,0,0
1609919697482,0,0
1609919697502,0,0
1609919697522,0,0
1609919697542,0,0
1609919697562,0,0
1609919697582,0,0
1609919697602,0,0
1609919697622,0,0
1609919697642,0,0
1609919697662,0,0
1609919697682,0,0
1609919697702,0,0
1609919697722,0,0
1609919697742,0,0
1609919697762,0,0
1609919697782,0,0
1609919697802,0,0
1609919697822,0,0
1609919697842,0,0
1609919697862,0,0
1609919697882,0,0
1609919697902,0,0
1609919697922,0,0
1609919697942,0,0
1609919697962,0,0
1609919697982,0,0
1609919698002,0,0
1609919698022,0,0
1609919698042,0,0
1609919698062,0,0
1609919698082,0,0
1609919698102,0,0
1609919698122,0,0
1609919698142,0,0
1609919698162,0,0
1609919698182,0,0
1609919698202,0,0
1609919698222,0,0
1609919698242,0,0
1609919698262,0,0
1609919698282,0,0
1609919698302,0,0
1609919698322,0,0
1609919698342,0,0
1609919698362,0,0
1609919698382,0,0
1609919698402,0,0
1609919698422,0,0
1609919698442,0,0
1609919698462,0,0
1609919698482,0,0
1609919698502,0,0
1609919698522,0,0
1609919698542,0,0
1609919698562,0,0
1609919698582,0,0
1609919698602,0,0
1609919698622,0,0
1609919698642,0,0
1609919698662,0,0
1609919698682,0,0
1609919698702,0,0
1609919698722,0,0
1609919698742,0,0
1609919698762,0,0
1609919698782,0,0
1609919698802,0,0
1609919698822,0,0
1609919698842,0,0
1609919698862,0,0
1609919698882,0,0
1609919698902,0,0
1609919698922,0,0
1609919698942,0,0
1609919698962,0,0
1609919698982,0,0
1609919699002,0,0
1609919699022,0,0
1609919699042,0,0
1609919699062,0,0
1609919699082,0,0
1609919699102,0,0
1609919699122,0,0
1609919699142,0,0
1609919699162,0,0
1609919699182,0,0
1609919699202,0,0
1609919699222,0,0
1609919699242,0,0
1609919699262,0,0
1609919699282,0,0
1609919699302,0,0
1609919699322,0,0
1609919699342,0,0
1609919699362,0,0
1609919699382,0,0
1609919699402,0,0
1609919699422,0,0
1609919699442,0,0
1609919699462,0,0
1609919699482,0,0
1609919699502,0,0
1609919699522,0,0
1609919699542,0,0
1609919699562,0,0
1609919699582,0,0
1609919699602,0,0
1609919699622,0,0
1609919699642,0,0
1609919699662,0,0
1609919699682,0,0
1609919699702,0,0
1609919699722,0,0
1609919699742,0,0
1609919699762,0,0
1609919699782,0,0
1609919699802,0,0
1609919699822,0,0
1609919699842,0,0
1609919699862,0,0
1609919699882,0,0
1609919699902,0,0
1609919699922,0,0
1609919699942,0,0
1609919699962,0,0
1609919699982,0,0
1609919700002,0,0
1609919700022,0,0
1609919700042,0,0
1609919700062,0,0
1609919700082,0,0
1609919700102,0,0
1609919700122,0,0
1609919700142,0,0
1609919700162,0,0
1609919700182,0,0
1609919700202,0,0
1609919700222,0,0
1609919700242,0,0
1609919700262,0,0
1609919700282,0,0
1609919700302,0,0
1609919700322,0,0
1609919700342,0,0
1609919700362,0,0
1609919700382,0,0
