1611296735941,0,0
1611296735951,0,0
1611296735961,0,0
1611296735972,0,0
1611296735982,0,0
1611296735993,0,0
1611296736003,0,0
1611296736013,0,0
1611296736024,0,0
1611296736034,0,0
1611296736044,0,0
1611296736054,0,0
1611296736065,0,0
1611296736075,0,0
1611296736085,0,0
1611296736095,0,0
1611296736105,0,0
1611296736115,0,0
1611296736126,0,0
1611296736136,0,0
1611296736146,0,0
1611296736156,0,0
1611296736166,0,0
1611296736176,0,0
1611296736187,0,0
1611296736197,0,0
1611296736207,0,0
1611296736217,0,0
1611296736227,0,0
1611296736238,0,0
1611296736248,0,0
1611296736268,0,0
1611296736288,0,0
1611296736308,0,0
1611296736328,0,0
1611296736348,0,0
1611296736368,0,0
1611296736388,0,0
1611296736408,0,0
1611296736428,0,0
1611296736448,0,0
1611296736468,0,0
1611296736488,0,0
1611296736508,0,0
1611296736528,0,0
1611296736548,0,0
1611296736568,0,0
1611296736588,0,0
1611296736608,0,0
1611296736628,0,0
1611296736648,0,0
1611296736668,0,0
1611296736688,0,0
1611296736708,0,0
1611296736728,0,0
1611296736748,0,0
1611296736768,0,0
1611296736788,0,0
1611296736808,0,0
1611296736828,0,0
1611296736848,0,0
1611296736868,0,0
1611296736888,0,0
1611296736908,0,0
1611296736928,0,0
1611296736948,0,0
1611296736968,0,0
1611296736988,0,0
1611296737008,0,0
1611296737028,0,0
1611296737048,0,0
1611296737068,0,0
1611296737088,0,0
1611296737108,0,0
1611296737128,0,0
1611296737148,0,0
1611296737168,0,0
1611296737188,0,0
1611296737208,0,0
1611296737228,0,0
1611296737248,0,0
1611296737268,0,0
1611296737288,0,0
1611296737308,0,0
1611296737328,0,0
1611296737348,0,0
1611296737368,0,0
1611296737388,0,0
1611296737408,0,0
1611296737428,0,0
1611296737448,0,0
1611296737468,0,0
1611296737488,0,0
1611296737508,0,0
1611296737528,0,0
1611296737548,0,0
1611296737568,0,0
1611296737588,0,0
1611296737608,0,0
1611296737628,0,0
1611296737648,0,0
1611296737668,0,0
1611296737688,0,0
1611296737708,0,0
1611296737728,0,0
1611296737748,0,0
1611296737768,0,0
1611296737788,0,0
1611296737808,0,0
1611296737828,0,0
1611296737848,0,0
1611296737868,0,0
1611296737888,0,0
1611296737908,0,0
1611296737928,0,0
1611296737948,0,0
1611296737968,0,0
1611296737988,0,0
1611296738008,0,0
1611296738028,0,0
1611296738048,0,0
1611296738068,0,0
1611296738088,0,0
1611296738108,0,0
1611296738128,0,0
